% name: utt1
% type: matrix
% rows: 74
% columns: 12
 -1.34883 1.70244 1.05621 0.890976 0.669948 0.215092 0.415701 0.160527 0.675014 0.572366 0.689619 0.717665
 -0.738577 2.22724 1.23481 1.02228 0.650808 0.126131 -0.742598 -0.720167 -0.244926 -0.199361 0.141089 0.569741
 0.3536 1.77649 0.0653717 -0.36833 -0.0544519 -0.252813 -0.508842 -0.567038 -0.204163 0.210331 0.566849 0.724031
 1.00322 2.26097 0.142638 -0.718504 -0.475858 -0.77044 -1.16369 -0.988501 -0.60406 0.0862533 0.724529 0.758936
 -0.727345 1.79948 0.723509 0.576548 -0.433964 0.209167 -0.440778 -0.337409 0.279207 0.377568 0.599069 0.387087
 -0.970792 2.23949 0.591791 0.76644 0.138362 -0.170271 -0.0932126 -0.112799 0.234243 0.566757 0.478969 -0.0694616
 -0.179573 1.87317 0.520935 0.44419 -0.173747 0.035391 -0.912459 0.139163 0.314329 0.117328 0.250629 0.459638
 -0.625887 1.22061 0.06238 0.532087 0.48525 0.561801 0.123011 -0.00167014 0.387746 0.736025 0.458898 0.669173
 -0.843026 1.48701 0.309796 0.583023 0.679266 0.639926 0.184677 -0.303666 0.232745 0.266849 0.375645 0.508369
 -1.36294 1.27866 0.0764662 0.527461 0.708221 0.43199 -0.568462 -0.141031 0.147819 0.486765 0.474858 0.3758
 -1.32345 1.4912 0.320018 0.335635 -0.0419212 0.209874 0.0645087 0.446393 0.0142257 -0.00202866 0.295098 0.598196
 -1.42446 1.92597 0.512441 0.133389 -0.0617765 -0.0680803 -0.336168 0.230052 0.717673 0.87201 0.227857 0.141216
 -1.60212 1.64847 0.588916 0.24555 0.0201635 -0.115177 -0.358604 0.250974 0.899279 0.54907 0.0680242 0.102742
 -0.991154 1.93606 1.08764 0.478206 0.21573 0.481609 -0.00414832 0.235431 0.442328 0.414551 0.334516 0.336261
 -0.654578 2.06936 0.60735 0.939425 0.329891 0.749111 0.413448 0.399982 -0.321517 0.153985 0.0409427 0.653951
 -0.225558 1.94797 0.32733 0.214915 0.451757 0.922263 0.917623 0.592268 0.343921 0.258423 0.055878 0.290313
 0.942764 2.14237 0.0118421 0.3361 -0.0031636 0.695645 0.722322 0.524692 -0.141289 0.153354 0.384383 0.271783
 1.14585 2.654 -0.24325 -0.160968 -0.115409 0.444742 0.980783 0.764697 0.0895045 0.542175 0.358968 -0.12159
 0.169817 2.14876 0.187563 0.093492 -0.229812 0.147729 0.447722 0.302654 -0.0328433 0.126441 0.647521 0.605701
 0.150693 2.15114 0.425113 0.567594 0.400194 -0.32529 -0.301155 -0.00777811 -0.161881 0.180799 -0.0820727 0.166582
 0.854051 2.29458 0.748376 0.691299 0.234022 -0.263514 -0.415419 -0.138076 -0.503264 -0.450567 -0.323514 -0.491627
 5.67102 3.74847 0.638489 -0.480535 -1.26616 -0.887222 -0.679605 -0.446299 -0.618213 -0.503452 -0.510007 -0.477506
 7.46807 3.88967 0.624664 -1.25314 -1.5822 -0.542691 -0.390787 -0.213701 -0.831133 -0.592189 -0.117571 -0.502858
 7.63791 3.05817 0.565034 -1.76212 -2.11801 -0.410868 -0.302272 -0.0383001 -0.566924 -0.766671 0.442665 -0.630609
 7.20551 2.63032 0.267323 -1.8515 -2.0482 -0.256957 -0.459059 0.155341 -0.249351 -0.606717 -0.113236 -0.385875
 7.21786 1.43857 0.483813 -2.52579 -2.24179 0.803142 -0.446904 -0.17948 -0.133234 -0.857807 -0.0496302 -0.310841
 7.4971 0.466034 0.354658 -2.58714 -2.1977 1.66991 -0.374093 -0.641967 0.314481 -1.20878 0.041857 -0.312727
 7.01378 -0.168254 0.22875 -2.17257 -2.28327 1.30901 -0.154942 -0.880239 0.157209 -1.40826 -0.0244721 0.19739
 6.68109 -0.510615 -0.736337 -1.55567 -2.15874 2.12271 0.0567024 -0.902651 -0.168738 -1.32359 -0.252728 0.0384102
 6.04686 -1.17017 -0.95038 -1.07313 -2.16704 2.36759 0.182513 -1.22084 -0.320551 -1.33383 -0.45238 -0.157282
 5.76024 -1.33316 -1.15676 -0.570743 -2.12564 2.40934 -0.1913 -1.22933 -0.0793877 -1.59495 0.0737727 -0.603142
 5.82185 -1.58491 -1.48476 -0.139097 -1.79498 2.22607 -0.667932 -1.25889 0.22745 -1.41907 -0.0262661 -0.628378
 5.9086 -1.92273 -1.66527 0.407406 -1.8199 1.93642 -0.832097 -1.38061 0.558018 -1.44226 0.14602 -0.574201
 5.995 -2.25736 -1.54819 0.782941 -1.60099 1.57038 -1.04125 -1.24194 0.857775 -1.52939 0.170564 -0.656782
 5.38349 -2.0375 -1.34087 0.562195 -1.04168 0.664651 -1.04463 -0.979355 0.694124 -1.07485 -0.359764 -0.272418
 5.66716 -2.45567 -0.839303 0.558712 -1.12781 0.788842 -1.33365 -0.777509 0.989929 -1.43546 -0.234325 -0.450201
 4.87975 -2.10422 -0.213281 -0.0900139 -0.466496 0.155209 -1.3763 -0.373835 0.522546 -0.991545 -0.551414 -0.287638
 4.02487 -1.65743 0.080224 -0.263418 -0.202552 -0.276655 -1.32431 -0.096199 0.11638 -0.816318 -0.735109 -0.10677
 5.48965 -2.32425 0.892087 -0.146867 -0.780063 0.211886 -1.90629 0.478015 0.0127277 -1.25227 -0.321071 -0.323904
 6.25355 -2.49909 1.36623 0.388973 -1.2667 0.566858 -2.38927 0.830709 0.0445999 -1.87016 0.0416023 -0.831065
 6.31315 -1.03217 1.62825 0.672029 -1.12845 -0.672741 -1.64751 0.306344 -0.224991 -1.40559 0.259401 -0.972906
 6.97449 0.0709134 1.35503 1.14555 -0.781824 -1.55986 -0.740818 0.0550691 -1.29128 -1.16521 0.990759 -1.28366
 5.75235 1.05824 1.47828 0.571553 -0.780714 -0.992406 -0.768087 -0.109182 -1.51119 -1.0322 0.786178 -0.586687
 6.50887 0.959864 1.63245 0.644033 -0.960967 -0.903533 -0.795599 -0.353047 -1.84194 -1.2318 0.801291 -0.394474
 7.00527 1.83934 0.981602 1.00738 -0.538252 -0.992875 -0.477056 -0.360393 -2.03371 -1.27387 0.878296 -0.336225
 6.32749 1.90053 1.62888 1.62605 -0.331332 -1.06053 -0.33947 -0.174046 -2.14952 -1.1949 1.0883 -0.368155
 4.55523 2.61994 2.06076 1.78476 0.290584 -0.0298986 0.101153 -0.425333 -1.60081 -0.456025 1.12504 0.317359
 4.23761 1.82587 1.60933 2.28145 0.604732 0.373476 1.10229 0.235171 -1.53014 -0.849598 0.885958 0.546751
 3.14696 1.2445 1.415 2.20021 0.563845 0.713459 1.28514 0.373847 -1.0594 -0.927173 0.574785 0.829397
 2.6998 0.975699 1.21207 1.83007 0.476254 0.44692 1.34757 0.205848 -1.25343 -0.667372 0.451637 0.953328
 1.91557 1.09373 1.22558 1.37903 0.0207781 0.438518 1.16599 0.295221 -1.28976 -0.840929 0.339366 0.539085
 0.909003 0.770351 -0.0511977 1.39667 0.375147 0.612423 0.520826 -0.0825519 -0.835043 -0.260096 0.759809 0.513918
 1.06389 0.47084 -0.370794 1.35833 0.231497 -0.0596254 0.165935 -0.156586 -0.871817 -0.690461 0.303654 0.392341
