% name: utt1
% type: matrix
% rows: 74
% columns: 26
 6.48758 5.71135 4.07529 4.78386 4.95591 4.60892 3.76707 4.3602 4.01784 4.58875 4.49057 4.51844 4.62886 4.82138 4.79689 4.77859 5.03709 5.22772 5.065 5.19458 5.31558 5.6443 5.72263 5.71461 5.57905 5.51119
 6.0702 5.86781 5.5289 6.10786 5.27009 3.90483 3.67906 4.23524 4.26853 4.71278 4.6072 4.69655 4.56384 4.75832 4.37327 4.75339 4.97391 5.33331 5.19749 5.2129 5.34834 5.40587 5.5568 5.65965 5.64074 5.74811
 5.98939 5.30415 5.67043 6.4417 6.37917 5.49709 4.95158 5.06839 5.36309 5.3097 5.08721 4.86378 4.56308 4.83538 4.95703 4.73148 5.01137 5.25906 5.39003 5.33341 5.35224 5.71291 5.68665 5.60784 5.47274 5.76117
 5.53434 5.98846 6.21185 7.3163 7.39319 5.97154 5.02411 5.08666 5.42153 5.56083 5.29884 4.46143 4.85653 4.78394 5.01037 4.67267 5.07116 5.31723 5.50855 5.53574 5.43422 5.85904 5.58088 5.67959 5.68047 5.77178
 5.83542 5.28736 4.82436 5.68256 5.43359 4.77875 4.51762 4.00692 4.3257 4.66323 4.47484 4.55853 4.37043 4.48549 4.93506 4.90368 5.02098 5.3474 5.1395 5.06376 4.86639 5.10208 5.40596 5.57662 5.67229 5.86564
 5.71358 5.55039 4.81408 5.06883 5.03735 4.82576 4.15145 3.83485 4.05145 4.32999 4.31042 4.56585 4.2564 4.19671 4.76559 4.69852 4.59445 4.5518 4.88216 4.9977 5.12907 5.34677 5.39492 5.72212 5.69091 5.6481
 5.92038 5.70868 4.9735 6.0564 5.82013 4.86369 4.85085 4.40373 4.57394 4.58441 4.65712 4.92684 4.98001 4.6437 4.48703 4.63894 5.06427 5.14495 5.40469 5.24822 5.14681 5.09821 5.18257 5.47572 5.78842 5.91606
 6.21589 5.65892 4.30581 5.05813 5.40576 4.87358 4.46222 4.94163 4.86979 5.16607 5.26509 4.84373 4.7148 4.92716 4.61491 5.04208 5.20407 5.0014 5.2275 5.08544 5.20767 5.5777 5.5869 5.43693 5.67814 5.87491
 6.16925 5.42565 4.66151 5.0837 4.90693 4.62487 3.9337 4.79108 5.03986 4.86029 4.74773 4.89866 4.52284 4.52829 4.49839 5.01637 5.02582 4.97431 5.17139 5.07573 5.19446 5.37619 5.68654 5.58357 5.69587 5.57775
 5.35785 5.31431 4.59029 4.70167 4.79087 4.68867 4.09191 3.98534 4.55262 5.24621 5.04551 4.57764 4.85082 4.38136 4.5579 4.5938 4.74832 5.06664 5.38846 5.10243 5.35428 5.3549 5.46783 5.49762 5.57317 5.97178
 5.46103 5.06246 4.45279 4.88348 4.79693 4.62227 4.42486 4.42738 4.65124 4.29349 4.26698 4.2438 4.64275 4.85132 4.68293 4.56229 4.75511 5.04533 5.24825 4.99993 5.26966 5.33372 5.35287 5.36403 5.72291 5.83104
 5.7873 4.65183 4.56805 4.93749 4.98593 5.09702 4.60627 3.8832 3.93997 4.1624 4.49761 4.59158 4.37512 4.17016 4.41447 4.64908 5.07108 4.86248 5.16287 5.21466 5.40228 5.3993 5.49996 5.48861 5.71209 5.82427
 5.7722 4.27966 4.48236 4.94158 4.83086 4.5278 4.65529 4.00808 3.73668 3.78362 4.65894 4.73964 4.30274 4.48214 4.1673 4.70971 4.95208 5.03724 5.11901 5.28312 5.06327 5.49869 5.35232 5.62661 5.51543 5.66876
 6.38026 5.11111 4.91625 4.81181 4.93987 4.63677 4.26451 4.01756 4.52011 4.038 4.22247 4.52424 4.4129 4.17289 4.65306 4.76317 4.95728 5.213 5.13768 5.22779 5.27111 5.18967 5.25226 5.49629 5.52774 5.59687
 6.56562 5.74477 5.12936 5.21775 4.66808 4.55436 4.46213 4.57106 5.06308 4.75356 3.98286 4.57822 4.60651 4.88732 4.61844 4.91515 5.05484 4.77795 5.0825 5.06778 5.33256 5.49078 5.24611 5.51795 5.7147 6.2198
 6.87324 5.82081 4.88372 5.02245 4.882 4.85366 5.21234 5.63795 4.77596 4.77108 4.76715 4.3869 4.49832 4.62095 4.81233 4.76286 5.03306 5.01876 5.25461 5.0976 5.27896 5.6268 5.54848 5.54844 5.58705 5.82966
 6.95768 6.01259 5.43378 5.63115 5.46775 5.38034 5.27725 5.81666 5.19247 5.02272 4.74666 4.24473 4.63928 4.81112 4.86679 4.82681 4.78804 4.59488 4.9608 4.99631 5.07156 5.14162 5.19731 5.47208 5.6375 5.79213
 7.04616 6.19215 5.1041 5.74555 5.91732 5.47113 5.97015 6.1874 4.85546 4.76804 4.79884 4.43664 3.93579 4.66088 4.92255 4.55301 4.72017 4.3104 4.76651 5.11552 5.3182 5.21684 5.35965 5.60982 5.61373 5.79434
 6.50807 5.3866 5.16342 5.55844 5.86767 5.17957 4.89436 5.36174 4.92794 4.6999 4.35185 4.35706 4.37851 4.78305 5.00271 4.67708 4.6282 4.88003 5.10621 4.9878 5.16126 5.32564 5.48906 5.56263 5.62065 5.73274
 6.13965 5.72369 5.95198 5.69025 5.51375 5.16573 4.46084 4.7534 4.82436 4.47719 4.68946 5.13673 4.69814 4.6095 4.76217 4.61651 4.76235 4.55045 5.04655 5.20888 5.30907 5.52427 5.596 5.26297 5.61781 5.73115
 5.61214 7.28451 6.53582 6.16536 5.47236 5.26629 4.96328 4.94478 4.80484 4.66027 4.9595 4.90659 4.83351 4.91989 4.96186 4.8332 4.63663 4.82569 5.27715 5.2426 5.21888 5.31201 5.52444 5.39406 5.53181 5.72487
 7.68523 9.69891 9.78821 9.51883 9.11378 8.46383 7.9281 7.30312 6.54809 6.13776 5.92406 5.74966 5.73392 5.70713 5.83809 5.69982 5.6388 5.65253 5.74394 5.68082 5.7648 5.76206 5.87657 5.8605 6.04938 6.16036
 8.70769 10.3479 10.4461 10.477 10.1396 9.3717 8.99033 8.54625 7.47363 6.77365 6.16603 5.9243 5.70206 5.85708 6.4254 5.98979 5.77486 5.80753 6.33249 5.9961 5.80679 5.69131 5.83433 5.82062 5.93305 6.08865
 9.11251 10.3844 10.4034 11.0689 10.9487 9.99363 9.90024 9.57575 8.02371 7.33461 6.83486 6.45194 6.18107 6.52216 7.3555 6.81437 6.27846 6.53932 7.33697 6.71522 5.83793 5.82313 6.30384 6.24554 6.26618 6.24854
 9.32332 10.6506 10.6072 11.0938 11.2711 10.6021 10.2883 10.2115 8.6133 7.77532 7.38688 7.24641 7.08507 7.02383 7.3476 7.34434 7.14425 7.2757 7.68061 7.06767 6.78539 6.24415 6.72724 6.67087 6.82245 6.9381
 9.12242 10.8363 10.7173 10.763 11.3227 10.9792 10.4706 10.7687 9.63452 8.37658 7.8986 7.39053 7.20218 7.29322 7.49425 8.12569 8.01622 8.2303 8.54549 7.53986 6.38953 6.4976 6.47313 6.75171 6.68248 6.84581
 9.29827 10.8755 10.817 10.7253 11.1073 11.1037 10.8426 11.0355 10.4469 9.10102 8.41103 7.83056 7.43509 7.54883 7.55332 8.5349 8.69194 8.98199 8.86193 7.54046 6.13943 6.04309 6.67672 7.00079 6.57777 6.67404
 9.04781 10.9618 10.7408 10.9195 11.128 11.0887 10.8379 10.9961 10.8629 9.39227 8.59679 8.16062 7.95844 8.28603 8.34687 8.63119 9.06815 9.41148 8.91654 7.41007 6.2181 6.65666 7.10804 7.18011 6.76988 6.94094
 9.05012 11.1008 10.3737 11.0308 10.4043 10.6774 11.3171 11.1972 11.4203 10.1702 9.00715 8.44651 8.18719 8.35457 8.60896 8.80486 9.25985 9.38193 8.65074 7.24524 6.2753 6.60913 7.07046 7.28705 7.59304 7.57864
 8.89175 11.1842 10.4252 11.1756 9.91855 10.6054 11.4375 11.4083 11.5311 10.8335 9.50917 8.83941 8.52193 8.90354 9.09334 9.39235 9.80672 9.73376 8.79195 7.34465 6.38577 7.02613 7.28669 7.53398 8.26172 7.89054
 8.95369 11.2405 10.4977 11.2129 9.96244 10.6136 11.3523 11.5113 11.1502 11.3547 9.87306 9.17244 8.8541 9.20271 9.33664 9.48563 9.75495 9.84683 9.15477 7.54153 6.34326 6.75023 7.25055 8.32368 8.67568 8.04863
 8.98371 11.2758 10.5056 11.2059 10.1377 10.5683 11.262 11.5306 10.9189 11.4499 10.6596 9.63662 9.22327 9.35943 9.21297 9.46198 9.57462 9.89447 9.18763 7.38826 6.34268 6.75098 7.32061 8.41597 8.5875 8.30641
 9.07801 11.2795 10.5781 11.1844 10.4973 10.5783 11.221 11.5093 10.8461 11.4443 11.2334 10.0501 9.53565 9.73312 9.60424 9.4128 9.61359 9.98292 9.2249 7.19791 6.10684 6.65275 7.66081 8.5348 8.6322 8.41246
 9.21579 11.2803 10.5765 11.1949 10.6266 10.4801 11.1452 11.4029 10.7158 11.2457 11.4134 10.6647 9.8615 9.968 9.76396 9.32969 9.68446 9.80243 9.32448 7.42545 5.82065 6.62916 7.87253 8.35893 8.67234 8.20059
 9.16075 11.2387 10.5764 11.1273 10.8878 10.4329 11.048 11.1921 10.5723 10.8585 11.3943 10.9403 10.1285 10.0789 9.75233 9.19014 9.6695 9.66984 9.30586 7.66154 6.72911 7.62099 8.25615 8.24291 8.43266 8.45181
 9.24076 11.2026 10.65 11.0708 10.8818 10.377 11.013 11.121 10.5215 10.5728 11.2615 11.2255 10.2295 10.1702 9.6646 9.31468 9.71827 9.80564 9.7073 7.87635 6.39148 7.02926 8.088 8.20764 7.91395 8.20131
 9.34703 11.1498 10.7047 11.0516 11.1827 10.1649 10.9612 10.9395 10.4309 10.3564 10.9427 11.2527 10.4025 10.1403 9.52175 9.4267 9.78146 9.79431 9.95816 8.54832 7.87831 7.94276 8.13683 8.08913 8.12575 8.10835
 9.39509 11.0976 10.7661 11.0706 11.3137 9.94538 10.8909 10.7967 10.3523 10.1607 10.628 11.2092 10.5204 10.2323 9.60245 9.52025 9.77512 9.76144 10.1741 8.98236 8.70044 8.68851 8.40553 8.18575 8.44821 8.44179
 9.50176 11.0436 10.7838 11.0968 11.379 9.68268 10.8043 10.5671 10.1829 9.70926 10.1502 10.9234 10.5133 10.1307 9.48062 9.36206 9.57073 9.55101 10.1628 9.17983 7.58059 7.03785 7.17737 7.32159 7.41361 7.82466
 9.53801 10.9393 10.9175 11.053 11.2342 9.19928 10.5777 10.3111 9.80321 9.10009 9.80315 10.7149 10.4452 10.0396 9.38081 9.06381 9.32537 9.35157 9.92165 9.23703 6.74758 5.49591 6.27987 7.16078 7.05845 7.39806
 9.47378 10.8295 11.0495 11.1207 10.7667 9.54447 9.63474 9.31403 8.95796 8.42911 8.81748 9.92496 9.6076 9.31936 9.25731 8.77567 8.25615 8.17843 8.84577 8.60733 6.46158 6.09767 6.41873 7.18615 6.75377 6.75371
